iter	Passed	Remaining
181	951	4277
182	957	4272
183	962	4268
184	967	4262
185	973	4258
186	978	4252
187	984	4251
188	989	4247
189	995	4243
190	1000	4236
191	1006	4234
192	1011	4227
193	1016	4223
194	1021	4217
195	1027	4214
196	1032	4209
197	1038	4206
198	1043	4201
199	1049	4196
200	1054	4191
201	1060	4187
202	1065	4181
203	1070	4178
204	1076	4173
205	1082	4170
206	1086	4163
207	1091	4157
208	1097	4153
209	1102	4146
210	1108	4144
211	1114	4141
212	1119	4137
213	1124	4130
214	1130	4127
215	1135	4120
216	1141	4117
217	1146	4112
218	1151	4107
219	1156	4100
220	1162	4096
221	1167	4092
222	1173	4087
223	1179	4085
224	1184	4080
225	1189	4075
226	1195	4071
227	1200	4065
228	1205	4059
229	1210	4053
230	1216	4048
231	1222	4045
232	1227	4041
233	1233	4036
234	1238	4030
235	1242	4023
236	1247	4017
237	1252	4011
238	1258	4006
239	1263	4000
240	1268	3996
241	1273	3989
242	1279	3986
243	1284	3981
244	1290	3975
245	1296	3972
246	1301	3968
247	1306	3961
248	1311	3956
249	1316	3950
250	1322	3945
251	1327	3941
252	1332	3934
253	1337	3927
254	1342	3923
255	1348	3917
256	1352	3911
257	1358	3905
258	1363	3901
259	1369	3897
260	1374	3891
261	1380	3888
262	1386	3884
263	1391	3879
264	1396	3872
265	1401	3868
266	1407	3864
267	1412	3858
268	1417	3852
269	1422	3846
270	1428	3841
271	1433	3837
272	1438	3831
273	1445	3828
274	1450	3825
275	1456	3821
276	1462	3817
277	1467	3812
278	1473	3808
279	1480	3807
280	1486	3803
281	1492	3799
282	1498	3795
283	1504	3792
284	1511	3791
285	1516	3786
286	1523	3784
287	1528	3779
288	1533	3773
289	1539	3769
290	1546	3767
291	1552	3765
292	1558	3761
293	1563	3754
294	1569	3751
295	1576	3748
296	1584	3751
297	1596	3759
298	1628	3817
299	1635	3815
300	1648	3828
301	1655	3825
302	1662	3824
303	1669	3821
304	1675	3818
305	1683	3818
306	1689	3814
307	1696	3811
308	1703	3809
309	1709	3806
310	1716	3802
311	1722	3799
312	1730	3797
313	1736	3793
314	1742	3788
315	1749	3786
316	1755	3782
317	1762	3779
318	1769	3777
319	1788	3801
320	1809	3828
321	1823	3839
322	1830	3836
323	1836	3832
324	1843	3829
325	1849	3824
326	1855	3819
327	1862	3815
328	1867	3809
329	1874	3805
330	1880	3800
331	1887	3796
332	1892	3791
333	1898	3786
334	1904	3779
335	1909	3774
336	1915	3768
337	1920	3761
338	1926	3755
339	1931	3749
340	1936	3742
341	1942	3736
342	1947	3730
343	1952	3723
344	1958	3717
345	1964	3712
346	1969	3706
347	1974	3699
348	1979	3692
349	1985	3688
350	1991	3682
351	1996	3675
352	2002	3669
353	2007	3663
354	2013	3658
355	2020	3654
356	2026	3649
357	2031	3643
358	2036	3637
359	2042	3630
360	2047	3624
361	2054	3620
362	2060	3616
363	2067	3613
364	2074	3609
365	2083	3608
366	2090	3605
367	2097	3602
368	2104	3599
369	2112	3596
370	2118	3591
371	2124	3585
372	2130	3582
373	2136	3576
374	2143	3572
375	2149	3567
376	2157	3566
377	2166	3564
378	2173	3561
379	2181	3558
380	2188	3555
381	2194	3550
382	2201	3546
383	2209	3543
384	2216	3540
385	2223	3537
386	2230	3533
387	2237	3529
388	2245	3526
389	2251	3521
390	2259	3519
391	2269	3519
392	2280	3522
393	2291	3524
394	2300	3523
395	2309	3522
396	2319	3523
397	2331	3526
398	2341	3526
399	2349	3524
400	2358	3522
401	2368	3522
402	2376	3520
403	2383	3516
404	2393	3515
405	2401	3513
406	2411	3513
407	2423	3516
408	2431	3513
409	2439	3511
410	2448	3508
411	2457	3507
412	2466	3506
413	2478	3508
414	2489	3509
415	2507	3520
416	2519	3522
417	2532	3525
418	2542	3526
419	2554	3527
420	2567	3531
421	2576	3529
422	2584	3525
423	2592	3521
424	2600	3518
425	2607	3513
426	2616	3510
427	2627	3510
428	2636	3509
429	2645	3507
430	2660	3512
431	2669	3509
432	2677	3506
433	2686	3503
434	2695	3500
435	2705	3500
436	2715	3498
437	2725	3496
438	2733	3493
439	2740	3488
440	2747	3482
441	2754	3477
442	2763	3474
443	2770	3469
444	2778	3464
445	2785	3460
446	2792	3455
447	2799	3449
448	2807	3445
449	2814	3440
450	2822	3435
451	2830	3432
452	2837	3426
453	2844	3420
454	2851	3415
455	2860	3412
456	2867	3406
457	2875	3402
458	2883	3398
459	2891	3393
460	2904	3395
461	2911	3389
462	2917	3383
463	2925	3378
464	2931	3372
465	2938	3366
466	2945	3361
467	2951	3354
468	2959	3350
469	2965	3343
470	2972	3338
471	2979	3332
472	2985	3325
473	2992	3320
474	3000	3316
475	3008	3311
476	3016	3307
477	3025	3304
478	3032	3298
479	3041	3295
480	3048	3289
481	3058	3287
482	3068	3284
483	3077	3281
484	3086	3277
485	3097	3275
486	3109	3275
487	3119	3273
488	3134	3275
489	3149	3277
490	3159	3275
491	3168	3271
492	3174	3264
493	3182	3259
494	3190	3254
495	3197	3249
496	3205	3244
497	3213	3239
498	3223	3236
499	3231	3231
500	3240	3227
501	3248	3222
502	3257	3218
503	3265	3213
504	3273	3209
505	3282	3204
506	3291	3200
507	3302	3198
508	3311	3194
509	3321	3191
510	3330	3186
511	3339	3182
512	3347	3177
513	3356	3173
514	3363	3167
515	3373	3163
516	3381	3158
517	3389	3153
518	3400	3151
519	3408	3145
520	3415	3140
521	3423	3134
522	3429	3127
523	3437	3122
524	3444	3116
525	3452	3111
526	3459	3104
527	3466	3098
528	3473	3092
529	3480	3086
530	3487	3080
531	3494	3074
532	3502	3068
533	3508	3061
534	3515	3055
535	3522	3049
536	3529	3042
537	3536	3037
538	3543	3031
539	3552	3025
540	3559	3019
541	3567	3014
542	3574	3008
543	3581	3002
544	3588	2995
545	3594	2988
546	3601	2982
547	3607	2975
548	3613	2968
549	3619	2961
550	3626	2955
551	3634	2949
552	3642	2943
553	3649	2938
554	3655	2931
555	3662	2925
556	3669	2918
557	3676	2912
558	3683	2906
559	3690	2899
560	3697	2893
561	3704	2886
562	3710	2880
563	3718	2874
564	3725	2868
565	3732	2861
566	3738	2855
567	3745	2848
568	3752	2842
569	3758	2835
570	3765	2829
571	3772	2822
572	3779	2816
573	3785	2809
574	3791	2802
575	3799	2796
576	3805	2790
577	3812	2783
578	3819	2777
579	3826	2770
580	3833	2764
581	3839	2757
582	3846	2751
583	3853	2744
584	3860	2738
585	3868	2733
586	3875	2726
587	3882	2720
588	3889	2714
589	3897	2708
590	3903	2701
591	3910	2695
592	3917	2688
593	3923	2681
594	3930	2675
595	3937	2668
596	3944	2662
597	3951	2656
598	3957	2649
599	3964	2643
600	3971	2636
601	3978	2630
602	3984	2623
603	3991	2616
604	3997	2610
605	4004	2603
606	4011	2596
607	4017	2590
608	4023	2583
609	4029	2576
610	4036	2569
611	4042	2562
612	4048	2556
613	4055	2549
614	4060	2542
615	4067	2535
616	4074	2529
617	4080	2522
618	4087	2515
619	4093	2508
620	4100	2502
621	4107	2496
622	4113	2488
623	4119	2482
624	4126	2476
625	4133	2469
626	4140	2463
627	4146	2456
628	4153	2449
629	4159	2443
630	4166	2436
631	4173	2429
632	4178	2422
633	4184	2415
634	4191	2409
635	4195	2401
636	4202	2394
637	4208	2387
638	4215	2381
639	4222	2375
640	4227	2367
641	4234	2361
642	4240	2354
643	4246	2347
644	4253	2340
645	4259	2334
646	4266	2327
647	4273	2321
648	4281	2315
649	4288	2309
650	4296	2303
651	4305	2297
652	4312	2291
653	4320	2285
654	4326	2279
655	4333	2272
656	4341	2266
657	4349	2260
658	4356	2254
659	4361	2247
660	4368	2240
661	4375	2233
662	4381	2227
663	4389	2220
664	4395	2214
665	4402	2207
666	4409	2201
667	4417	2195
668	4423	2188
669	4430	2181
670	4437	2175
671	4444	2169
672	4451	2162
673	4458	2156
674	4466	2150
675	4473	2144
676	4480	2137
677	4488	2131
678	4495	2125
679	4502	2118
680	4510	2112
681	4516	2106
682	4524	2099
683	4532	2093
684	4539	2087
685	4546	2080
686	4552	2074
687	4559	2067
688	4566	2061
689	4574	2055
690	4580	2048
691	4588	2042
692	4594	2035
693	4602	2029
694	4608	2022
695	4614	2015
696	4621	2009
697	4628	2002
698	4636	1996
699	4642	1989
700	4648	1982
701	4655	1976
702	4661	1969
703	4668	1962
704	4674	1955
705	4681	1949
706	4687	1942
707	4693	1935
708	4702	1929
709	4708	1923
710	4714	1916
711	4720	1909
712	4725	1902
713	4731	1895
714	4738	1888
715	4745	1882
716	4751	1875
717	4757	1868
718	4763	1861
719	4769	1854
720	4776	1848
721	4782	1841
722	4788	1834
723	4794	1827
724	4801	1821
725	4807	1814
726	4813	1807
727	4821	1801
728	4827	1794
729	4834	1787
730	4839	1780
731	4846	1774
732	4852	1767
733	4858	1760
734	4865	1754
735	4871	1747
736	4877	1740
737	4884	1733
738	4889	1726
739	4895	1720
740	4902	1713
741	4907	1706
742	4914	1699
743	4919	1692
744	4925	1686
745	4933	1679
746	4938	1672
747	4945	1666
748	4951	1659
749	4957	1652
750	4964	1645
751	4969	1639
752	4975	1632
753	4983	1625
754	4988	1618
755	4994	1612
756	5000	1605
757	5007	1598
758	5013	1592
759	5019	1585
760	5024	1578
761	5031	1571
762	5037	1564
763	5042	1557
764	5049	1551
765	5055	1544
766	5062	1537
767	5067	1530
768	5074	1524
769	5081	1517
770	5087	1511
771	5094	1504
772	5100	1497
773	5107	1491
774	5115	1485
775	5121	1478
776	5130	1472
777	5137	1465
778	5145	1459
779	5153	1453
780	5161	1447
781	5167	1440
782	5175	1434
783	5182	1427
784	5189	1421
785	5196	1414
786	5203	1408
787	5210	1401
788	5217	1395
789	5223	1388
790	5230	1382
791	5237	1375
792	5245	1369
793	5252	1362
794	5260	1356
795	5269	1350
796	5278	1344
797	5287	1338
798	5296	1332
799	5304	1326
800	5311	1319
801	5319	1313
802	5327	1306
803	5334	1300
804	5342	1294
805	5350	1287
806	5357	1281
807	5364	1274
808	5371	1268
809	5379	1261
810	5387	1255
811	5396	1249
812	5404	1243
813	5414	1237
814	5423	1231
815	5432	1224
816	5442	1219
817	5452	1213
818	5462	1207
819	5470	1200
820	5478	1194
821	5487	1188
822	5497	1182
823	5507	1176
824	5519	1170
825	5528	1164
826	5543	1159
827	5553	1153
828	5563	1147
829	5572	1141
830	5582	1135
831	5591	1129
832	5601	1123
833	5611	1116
834	5618	1110
835	5626	1103
836	5636	1097
837	5644	1091
838	5652	1084
839	5662	1078
840	5673	1072
841	5681	1066
842	5690	1059
843	5697	1053
844	5707	1046
845	5715	1040
846	5723	1033
847	5729	1027
848	5736	1020
849	5743	1013
850	5748	1006
851	5755	999
852	5762	993
853	5767	986
854	5773	979
855	5779	972
856	5785	965
857	5792	958
858	5797	951
859	5803	944
860	5808	937
861	5815	930
862	5821	924
863	5827	917
864	5832	910
865	5838	903
866	5844	896
867	5849	889
868	5855	882
869	5861	875
870	5866	868
871	5872	861
872	5877	855
873	5883	848
874	5888	841
875	5894	834
876	5900	827
877	5906	820
878	5911	813
879	5917	806
880	5923	800
881	5929	793
882	5935	786
883	5940	779
884	5946	772
885	5952	765
886	5957	759
887	5963	752
888	5968	745
889	5974	738
890	5979	731
891	5985	724
892	5990	717
893	5996	710
894	6002	704
895	6008	697
896	6014	690
897	6021	683
898	6026	677
899	6031	670
900	6037	663
901	6043	656
902	6048	649
903	6053	642
904	6059	636
905	6064	629
906	6069	622
907	6075	615
908	6080	608
909	6086	601
910	6092	595
911	6097	588
912	6103	581
913	6109	574
914	6114	568
915	6120	561
916	6125	554
917	6131	547
918	6136	540
919	6141	534
920	6147	527
921	6153	520
922	6158	513
923	6163	506
924	6169	500
925	6175	493
926	6181	486
927	6187	480
928	6193	473
929	6200	466
930	6206	459
931	6212	453
932	6217	446
933	6223	439
934	6229	433
935	6235	426
936	6240	419
937	6245	412
938	6252	406
939	6258	399
940	6263	392
941	6268	385
942	6274	379
943	6280	372
944	6285	365
945	6291	359
946	6297	352
947	6303	345
948	6308	339
949	6314	332
950	6319	325
951	6325	318
952	6330	312
953	6336	305
954	6341	298
955	6347	292
956	6352	285
957	6358	278
958	6363	272
959	6369	265
960	6375	258
961	6381	252
962	6386	245
963	6392	238
964	6398	232
965	6404	225
966	6410	218
967	6415	212
968	6421	205
969	6427	198
970	6433	192
971	6439	185
972	6444	178
973	6450	172
974	6456	165
975	6461	158
976	6467	152
977	6472	145
978	6478	138
979	6483	132
980	6489	125
981	6494	119
982	6500	112
983	6506	105
984	6511	99
985	6516	92
986	6522	85
987	6527	79
988	6533	72
989	6539	66
990	6545	59
991	6551	52
992	6557	46
993	6562	39
994	6568	33
995	6574	26
996	6581	19
997	6588	13
998	6593	6
999	6599	0
